1478656.0,2453504.0,299008,3055616.0,1884160.0
655360,987136,1101824.0,1015808.0,1110016.0
925696,839680,1093632.0,712704,827392
1057329152.0,59969536.0,35971072.0,42926080.0,32915456.0
1216512.0,811008,1400832.0,892928,1187840.0
1343488.0,864256,1228800.0,3096576.0,1110016.0
1007616.0,2854912.0,688128,737280,958464
1327104.0,770048,1507328.0,978944,716800
942080,1499136.0,933888,745472,958464
876544,811008,1077248.0,933888,995328
1208320.0,737280,1110016.0,999424,12402688.0
1085440.0,921600,1200128.0,942080,13250560.0
815104,917504,3178496.0,2977792.0,14594048.0
524288,1196032.0,1126400.0,692224,1024000.0
929792,802816,1093632.0,1105920.0,1511424.0
1605632.0,643072,1134592.0,3727360.0,1085440.0
614400,700416,815104,811008,847872
1007616.0,1040384.0,1134592.0,3223552.0,1318912.0
1228800.0,905216,1372160.0,1241088.0,929792
3678208.0,1015808.0,1155072.0,946176,1011712.0
1085440.0,700416,1445888.0,983040,1150976.0
864256,782336,1204224.0,2936832.0,983040
1228800.0,2416640.0,1196032.0,835584,1245184.0
1048576.0,815104,1208320.0,786432,1159168.0
1187840.0,962560,1220608.0,913408,704512
1478656.0,831488,425984,802816,1208320.0
876544,1028096.0,1175552.0,3280896.0,872448
1118208.0,937984,303104,880640,987136
1331200.0,868352,1363968.0,806912,1101824.0
1232896.0,815104,1003520.0,946176,765952
1179648.0,897024,1110016.0,2899968.0,794624
4157440.0,692224,1200128.0,659456,860160
1773568.0,757760,2678784.0,880640,1212416.0
1146880.0,794624,1245184.0,10682368.0,1216512.0
1662976.0,974848,1126400.0,3055616.0,462848
1359872.0,3719168.0,1286144.0,737280,839680
966656,716800,1175552.0,3411968.0,4284416.0
921600,712704,1372160.0,974848,1069056.0
1187840.0,802816,1114112.0,700416,1212416.0
966656,843776,1236992.0,712704,843776
1388544.0,909312,1277952.0,1003520.0,1019904.0
1044480.0,765952,1273856.0,966656,851968
1056768.0,794624,1208320.0,831488,1208320.0
1036288.0,860160,1093632.0,851968,1085440.0
634880,950272,1134592.0,598016,1101824.0
1318912.0,974848,1339392.0,1048576.0,1077248.0
1245184.0,847872,1409024.0,970752,1097728.0
1409024.0,847872,1245184.0,3026944.0,856064
1187840.0,929792,1355776.0,839680,3043328.0
1085440.0,1298432.0,1138688.0,823296,1241088.0
1196032.0,1040384.0,1269760.0,856064,1114112.0
