18460672.0,23080960.0,1306624.0,15912960.0,6537216.0
14770176.0,20451328.0,1257472.0,14602240.0,6524928.0
16678912.0,20533248.0,987136,16580608.0,5029888.0
20381696.0,23326720.0,1249280.0,14536704.0,7553024.0
19566592.0,17969152.0,643072,14594048.0,5627904.0
42303488.0,25440256.0,1441792.0,14598144.0,16683008.0
18284544.0,20557824.0,507904,14340096.0,5431296.0
18096128.0,23896064.0,626688,14299136.0,5431296.0
19992576.0,21499904.0,1216512.0,14602240.0,5107712.0
17838080.0,20082688.0,1298432.0,15540224.0,5431296.0
15290368.0,19808256.0,1150976.0,15904768.0,5791744.0
17100800.0,21393408.0,679936,16179200.0,6119424.0
24539136.0,22384640.0,1327104.0,19763200.0,11247616.0
18944000.0,20340736.0,692224,14766080.0,4812800.0
17412096.0,22355968.0,1232896.0,15724544.0,4857856.0
17915904.0,13688832.0,770048,14798848.0,5050368.0
17596416.0,20226048.0,1228800.0,14700544.0,5750784.0
17571840.0,21331968.0,1204224.0,14770176.0,2179072.0
25739264.0,22007808.0,1138688.0,18595840.0,10231808.0
