0.519,0.655,0.591,0.603
0.676,0.626,0.519,0.595
0.667,0.583,0.514,0.584
0.694,0.603,0.489,0.422
0.642,0.564,0.473,0.574
0.714,0.656,0.527,0.717
0.709,0.635,0.549,0.577
0.616,0.567,0.503,0.627
0.661,0.590,0.504,0.735
0.586,0.604,0.533,0.467
0.708,0.623,0.495,0.589
0.790,0.645,0.526,0.626
0.762,0.691,0.524,0.658
0.689,0.570,0.499,0.563
0.625,0.553,0.492,0.589
0.684,0.582,0.529,0.413
0.882,0.646,0.508,0.545
0.630,0.570,0.491,0.595
0.767,0.598,0.507,0.652
