1.128,0.840,0.549,0.946,2.539
0.721,0.646,0.486,0.569,1.050
1.008,0.778,0.556,0.788,2.579
0.636,0.612,0.471,0.531,0.549
0.637,0.646,0.450,0.513,0.610
0.693,0.628,0.505,0.531,0.726
