0.702
0.689
0.710
1.481
0.740
0.744
0.685
0.690
0.752
0.660
0.742
0.732
0.780
0.694
0.661
0.726
0.708
0.672
0.649
0.687
0.693
0.729
0.708
0.693
0.673
0.727
0.690
0.718
0.685
0.651
0.659
0.640
0.742
0.687
0.737
0.683
0.712
0.706
0.667
0.749
0.758
0.695
0.676
0.724
0.662
0.696
0.717
0.691
0.657
0.697
0.682
